fecha;latitud;longitud;precipitacion_mm;fuente
31/8/2020;-36;-64;71.2;NOAA PSL (ejemplo)
30/9/2020;-36;-64;89.2;NOAA PSL (ejemplo)
31/10/2020;-36;-64;72.4;NOAA PSL (ejemplo)
30/11/2020;-36;-64;0;NOAA PSL (ejemplo)
31/12/2020;-36;-64;95.5;NOAA PSL (ejemplo)
31/1/2021;-36;-64;49.8;NOAA PSL (ejemplo)
28/2/2021;-36;-64;159.5;NOAA PSL (ejemplo)
31/3/2021;-36;-64;148.3;NOAA PSL (ejemplo)
30/4/2021;-36;-64;79;NOAA PSL (ejemplo)
31/5/2021;-36;-64;89.3;NOAA PSL (ejemplo)
30/6/2021;-36;-64;47;NOAA PSL (ejemplo)
31/7/2021;-36;-64;81.9;NOAA PSL (ejemplo)
31/8/2021;-36;-64;121.8;NOAA PSL (ejemplo)
30/9/2021;-36;-64;20.7;NOAA PSL (ejemplo)
31/10/2021;-36;-64;99.2;NOAA PSL (ejemplo)
30/11/2021;-36;-64;58.5;NOAA PSL (ejemplo)
31/12/2021;-36;-64;60.4;NOAA PSL (ejemplo)
31/1/2022;-36;-64;109.6;NOAA PSL (ejemplo)
28/2/2022;-36;-64;74.2;NOAA PSL (ejemplo)
31/3/2022;-36;-64;102.3;NOAA PSL (ejemplo)
30/4/2022;-36;-64;66.1;NOAA PSL (ejemplo)
31/5/2022;-36;-64;213.2;NOAA PSL (ejemplo)
30/6/2022;-36;-64;101.8;NOAA PSL (ejemplo)
31/7/2022;-36;-64;50;NOAA PSL (ejemplo)
31/8/2022;-36;-64;84.7;NOAA PSL (ejemplo)
30/9/2022;-36;-64;64.4;NOAA PSL (ejemplo)
31/10/2022;-36;-64;63;NOAA PSL (ejemplo)
30/11/2022;-36;-64;115.7;NOAA PSL (ejemplo)
31/12/2022;-36;-64;137.9;NOAA PSL (ejemplo)
31/1/2023;-36;-64;88.5;NOAA PSL (ejemplo)
28/2/2023;-36;-64;97.2;NOAA PSL (ejemplo)
31/3/2023;-36;-64;116.2;NOAA PSL (ejemplo)
30/4/2023;-36;-64;10.9;NOAA PSL (ejemplo)
31/5/2023;-36;-64;39.2;NOAA PSL (ejemplo)
30/6/2023;-36;-64;168.3;NOAA PSL (ejemplo)
31/7/2023;-36;-64;167.2;NOAA PSL (ejemplo)
31/8/2023;-36;-64;61.6;NOAA PSL (ejemplo)
30/9/2023;-36;-64;98.8;NOAA PSL (ejemplo)
31/10/2023;-36;-64;89.6;NOAA PSL (ejemplo)
30/11/2023;-36;-64;238.9;NOAA PSL (ejemplo)
31/12/2023;-36;-64;156;NOAA PSL (ejemplo)
31/1/2020;-36;-63;108.6;NOAA PSL (ejemplo)
29/2/2020;-36;-63;78.2;NOAA PSL (ejemplo)
31/3/2020;-36;-63;49.7;NOAA PSL (ejemplo)
30/4/2020;-36;-63;136.2;NOAA PSL (ejemplo)
31/5/2020;-36;-63;77.2;NOAA PSL (ejemplo)
30/6/2020;-36;-63;28.9;NOAA PSL (ejemplo)
31/7/2020;-36;-63;52.7;NOAA PSL (ejemplo)
31/8/2020;-36;-63;19.9;NOAA PSL (ejemplo)
30/9/2020;-36;-63;154.4;NOAA PSL (ejemplo)
31/10/2020;-36;-63;118.1;NOAA PSL (ejemplo)
30/11/2020;-36;-63;84.6;NOAA PSL (ejemplo)
31/12/2020;-36;-63;174;NOAA PSL (ejemplo)
31/1/2021;-36;-63;118.9;NOAA PSL (ejemplo)
28/2/2021;-36;-63;82.9;NOAA PSL (ejemplo)
31/3/2021;-36;-63;206.2;NOAA PSL (ejemplo)
30/4/2021;-36;-63;152.9;NOAA PSL (ejemplo)
31/5/2021;-36;-63;63.1;NOAA PSL (ejemplo)
30/6/2021;-36;-63;90.5;NOAA PSL (ejemplo)
31/7/2021;-36;-63;41.2;NOAA PSL (ejemplo)
31/8/2021;-36;-63;4.9;NOAA PSL (ejemplo)
30/9/2021;-36;-63;116.3;NOAA PSL (ejemplo)
31/10/2021;-36;-63;169.5;NOAA PSL (ejemplo)
30/11/2021;-36;-63;15.1;NOAA PSL (ejemplo)
31/12/2021;-36;-63;128.1;NOAA PSL (ejemplo)
31/1/2022;-36;-63;82.5;NOAA PSL (ejemplo)
28/2/2022;-36;-63;101.6;NOAA PSL (ejemplo)
31/3/2022;-36;-63;100.4;NOAA PSL (ejemplo)
30/4/2022;-36;-63;82.8;NOAA PSL (ejemplo)
31/5/2022;-36;-63;117.4;NOAA PSL (ejemplo)
30/6/2022;-36;-63;58.5;NOAA PSL (ejemplo)
31/7/2022;-36;-63;98.5;NOAA PSL (ejemplo)
31/8/2022;-36;-63;71.5;NOAA PSL (ejemplo)
30/9/2022;-36;-63;58.1;NOAA PSL (ejemplo)
31/10/2022;-36;-63;28.6;NOAA PSL (ejemplo)
30/11/2022;-36;-63;56.2;NOAA PSL (ejemplo)
31/12/2022;-36;-63;137.8;NOAA PSL (ejemplo)
31/1/2023;-36;-63;140;NOAA PSL (ejemplo)
28/2/2023;-36;-63;77.1;NOAA PSL (ejemplo)
31/3/2023;-36;-63;135;NOAA PSL (ejemplo)
30/4/2023;-36;-63;163.6;NOAA PSL (ejemplo)
31/5/2023;-36;-63;31.5;NOAA PSL (ejemplo)
30/6/2023;-36;-63;127.2;NOAA PSL (ejemplo)
31/7/2023;-36;-63;51.9;NOAA PSL (ejemplo)
31/8/2023;-36;-63;102.5;NOAA PSL (ejemplo)
30/9/2023;-36;-63;31.8;NOAA PSL (ejemplo)
31/10/2023;-36;-63;0;NOAA PSL (ejemplo)
30/11/2023;-36;-63;3.6;NOAA PSL (ejemplo)
31/12/2023;-36;-63;102.4;NOAA PSL (ejemplo)
31/1/2020;-36;-62;128;NOAA PSL (ejemplo)
29/2/2020;-36;-62;80.8;NOAA PSL (ejemplo)
31/3/2020;-36;-62;161.9;NOAA PSL (ejemplo)
30/4/2020;-36;-62;42.9;NOAA PSL (ejemplo)
31/5/2020;-36;-62;111.7;NOAA PSL (ejemplo)
30/6/2020;-36;-62;39.4;NOAA PSL (ejemplo)
31/7/2020;-36;-62;52.4;NOAA PSL (ejemplo)
31/8/2020;-36;-62;76.4;NOAA PSL (ejemplo)
30/9/2020;-36;-62;27;NOAA PSL (ejemplo)
31/10/2020;-36;-62;54.8;NOAA PSL (ejemplo)
30/11/2020;-36;-62;135.3;NOAA PSL (ejemplo)
31/12/2020;-36;-62;71.2;NOAA PSL (ejemplo)
31/1/2021;-36;-62;156.8;NOAA PSL (ejemplo)
28/2/2021;-36;-62;69.5;NOAA PSL (ejemplo)
31/3/2021;-36;-62;156.5;NOAA PSL (ejemplo)
30/4/2021;-36;-62;198.1;NOAA PSL (ejemplo)
31/5/2021;-36;-62;0;NOAA PSL (ejemplo)
30/6/2021;-36;-62;60.2;NOAA PSL (ejemplo)
31/7/2021;-36;-62;113.9;NOAA PSL (ejemplo)
31/8/2021;-36;-62;63.9;NOAA PSL (ejemplo)
30/9/2021;-36;-62;88.6;NOAA PSL (ejemplo)
31/10/2021;-36;-62;43.8;NOAA PSL (ejemplo)
30/11/2021;-36;-62;89.3;NOAA PSL (ejemplo)
31/12/2021;-36;-62;92.2;NOAA PSL (ejemplo)
31/1/2022;-36;-62;173.4;NOAA PSL (ejemplo)
28/2/2022;-36;-62;138.7;NOAA PSL (ejemplo)
31/3/2022;-36;-62;146.9;NOAA PSL (ejemplo)
30/4/2022;-36;-62;105.4;NOAA PSL (ejemplo)
31/5/2022;-36;-62;90.6;NOAA PSL (ejemplo)
30/6/2022;-36;-62;78.4;NOAA PSL (ejemplo)
31/7/2022;-36;-62;104.7;NOAA PSL (ejemplo)
31/8/2022;-36;-62;53;NOAA PSL (ejemplo)
30/9/2022;-36;-62;84.5;NOAA PSL (ejemplo)
31/10/2022;-36;-62;177.8;NOAA PSL (ejemplo)
30/11/2022;-36;-62;128.6;NOAA PSL (ejemplo)
31/12/2022;-36;-62;83.7;NOAA PSL (ejemplo)
31/1/2023;-36;-62;175.1;NOAA PSL (ejemplo)
28/2/2023;-36;-62;105.6;NOAA PSL (ejemplo)
31/3/2023;-36;-62;28.1;NOAA PSL (ejemplo)
30/4/2023;-36;-62;75.6;NOAA PSL (ejemplo)
31/5/2023;-36;-62;21.5;NOAA PSL (ejemplo)
30/6/2023;-36;-62;82.4;NOAA PSL (ejemplo)
31/7/2023;-36;-62;85.9;NOAA PSL (ejemplo)
31/8/2023;-36;-62;157.8;NOAA PSL (ejemplo)
30/9/2023;-36;-62;86.3;NOAA PSL (ejemplo)
31/10/2023;-36;-62;63.1;NOAA PSL (ejemplo)
30/11/2023;-36;-62;126.5;NOAA PSL (ejemplo)
31/12/2023;-36;-62;0;NOAA PSL (ejemplo)
31/1/2020;-36;-61;126.8;NOAA PSL (ejemplo)
29/2/2020;-36;-61;164.5;NOAA PSL (ejemplo)
31/3/2020;-36;-61;56.1;NOAA PSL (ejemplo)
30/4/2020;-36;-61;183.2;NOAA PSL (ejemplo)
31/5/2020;-36;-61;131.9;NOAA PSL (ejemplo)
30/6/2020;-36;-61;79.2;NOAA PSL (ejemplo)
31/7/2020;-36;-61;116.6;NOAA PSL (ejemplo)
31/8/2020;-36;-61;187.6;NOAA PSL (ejemplo)
30/9/2020;-36;-61;79.1;NOAA PSL (ejemplo)
31/10/2020;-36;-61;86.4;NOAA PSL (ejemplo)
30/11/2020;-36;-61;62;NOAA PSL (ejemplo)
31/12/2020;-36;-61;57.5;NOAA PSL (ejemplo)
31/1/2021;-36;-61;156.5;NOAA PSL (ejemplo)
28/2/2021;-36;-61;83.2;NOAA PSL (ejemplo)
31/3/2021;-36;-61;133.6;NOAA PSL (ejemplo)
30/4/2021;-36;-61;102.1;NOAA PSL (ejemplo)
31/5/2021;-36;-61;138.9;NOAA PSL (ejemplo)
30/6/2021;-36;-61;116.7;NOAA PSL (ejemplo)
31/7/2021;-36;-61;136.9;NOAA PSL (ejemplo)
31/8/2021;-36;-61;48.5;NOAA PSL (ejemplo)
30/9/2021;-36;-61;56.5;NOAA PSL (ejemplo)
31/10/2021;-36;-61;25.1;NOAA PSL (ejemplo)
30/11/2021;-36;-61;62.8;NOAA PSL (ejemplo)
31/12/2021;-36;-61;118.9;NOAA PSL (ejemplo)
31/1/2022;-36;-61;152.8;NOAA PSL (ejemplo)
28/2/2022;-36;-61;79.9;NOAA PSL (ejemplo)
31/3/2022;-36;-61;173.5;NOAA PSL (ejemplo)
30/4/2022;-36;-61;193.8;NOAA PSL (ejemplo)
31/5/2022;-36;-61;135.7;NOAA PSL (ejemplo)
30/6/2022;-36;-61;193.8;NOAA PSL (ejemplo)
31/7/2022;-36;-61;46.3;NOAA PSL (ejemplo)
31/8/2022;-36;-61;11.8;NOAA PSL (ejemplo)
30/9/2022;-36;-61;0;NOAA PSL (ejemplo)
31/10/2022;-36;-61;148.8;NOAA PSL (ejemplo)
30/11/2022;-36;-61;117.7;NOAA PSL (ejemplo)
31/12/2022;-36;-61;97.2;NOAA PSL (ejemplo)
31/1/2023;-36;-61;129;NOAA PSL (ejemplo)
28/2/2023;-36;-61;69.7;NOAA PSL (ejemplo)
31/3/2023;-36;-61;252.3;NOAA PSL (ejemplo)
30/4/2023;-36;-61;132.4;NOAA PSL (ejemplo)
31/5/2023;-36;-61;120.5;NOAA PSL (ejemplo)
30/6/2023;-36;-61;136.3;NOAA PSL (ejemplo)
31/7/2023;-36;-61;109.1;NOAA PSL (ejemplo)
31/8/2023;-36;-61;85.2;NOAA PSL (ejemplo)
30/9/2023;-36;-61;30.5;NOAA PSL (ejemplo)
31/10/2023;-36;-61;97.6;NOAA PSL (ejemplo)
30/11/2023;-36;-61;179.1;NOAA PSL (ejemplo)
31/12/2023;-36;-61;167.3;NOAA PSL (ejemplo)
31/1/2020;-36;-60;194.7;NOAA PSL (ejemplo)
29/2/2020;-36;-60;100.4;NOAA PSL (ejemplo)
31/3/2020;-36;-60;80.5;NOAA PSL (ejemplo)
30/4/2020;-36;-60;119.7;NOAA PSL (ejemplo)
31/5/2020;-36;-60;117.8;NOAA PSL (ejemplo)
30/6/2020;-36;-60;154.7;NOAA PSL (ejemplo)
31/7/2020;-36;-60;0.4;NOAA PSL (ejemplo)
31/8/2020;-36;-60;150.5;NOAA PSL (ejemplo)
30/9/2020;-36;-60;62.1;NOAA PSL (ejemplo)
31/10/2020;-36;-60;52.7;NOAA PSL (ejemplo)
30/11/2020;-36;-60;34.4;NOAA PSL (ejemplo)
31/12/2020;-36;-60;17.3;NOAA PSL (ejemplo)
31/1/2021;-36;-60;156.2;NOAA PSL (ejemplo)
28/2/2021;-36;-60;129.6;NOAA PSL (ejemplo)
31/3/2021;-36;-60;65.5;NOAA PSL (ejemplo)
30/4/2021;-36;-60;61.2;NOAA PSL (ejemplo)
31/5/2021;-36;-60;98.2;NOAA PSL (ejemplo)
30/6/2021;-36;-60;183.5;NOAA PSL (ejemplo)
31/7/2021;-36;-60;72;NOAA PSL (ejemplo)
31/8/2021;-36;-60;0;NOAA PSL (ejemplo)
30/9/2021;-36;-60;57.7;NOAA PSL (ejemplo)
31/10/2021;-36;-60;60.4;NOAA PSL (ejemplo)
30/11/2021;-36;-60;0;NOAA PSL (ejemplo)
31/12/2021;-36;-60;97.3;NOAA PSL (ejemplo)
31/1/2022;-36;-60;103.5;NOAA PSL (ejemplo)
28/2/2022;-36;-60;160.8;NOAA PSL (ejemplo)
31/3/2022;-36;-60;222.4;NOAA PSL (ejemplo)
30/4/2022;-36;-60;182.3;NOAA PSL (ejemplo)
31/5/2022;-36;-60;101.6;NOAA PSL (ejemplo)
30/6/2022;-36;-60;44.7;NOAA PSL (ejemplo)
31/7/2022;-36;-60;213.7;NOAA PSL (ejemplo)
31/8/2022;-36;-60;77;NOAA PSL (ejemplo)
30/9/2022;-36;-60;70.7;NOAA PSL (ejemplo)
31/10/2022;-36;-60;72.8;NOAA PSL (ejemplo)
30/11/2022;-36;-60;94.9;NOAA PSL (ejemplo)
31/12/2022;-36;-60;92.8;NOAA PSL (ejemplo)
31/1/2023;-36;-60;86.3;NOAA PSL (ejemplo)
28/2/2023;-36;-60;98.6;NOAA PSL (ejemplo)
31/3/2023;-36;-60;128.4;NOAA PSL (ejemplo)
30/4/2023;-36;-60;98.8;NOAA PSL (ejemplo)
31/5/2023;-36;-60;79.4;NOAA PSL (ejemplo)
30/6/2023;-36;-60;105.3;NOAA PSL (ejemplo)
31/7/2023;-36;-60;72.3;NOAA PSL (ejemplo)
31/8/2023;-36;-60;149.2;NOAA PSL (ejemplo)
30/9/2023;-36;-60;0;NOAA PSL (ejemplo)
31/10/2023;-36;-60;128.6;NOAA PSL (ejemplo)
30/11/2023;-36;-60;147.3;NOAA PSL (ejemplo)
31/12/2023;-36;-60;0;NOAA PSL (ejemplo)
31/1/2020;-36;-59;97.9;NOAA PSL (ejemplo)
29/2/2020;-36;-59;107.4;NOAA PSL (ejemplo)
31/3/2020;-36;-59;59.6;NOAA PSL (ejemplo)
30/4/2020;-36;-59;87.1;NOAA PSL (ejemplo)
31/5/2020;-36;-59;59.5;NOAA PSL (ejemplo)
30/6/2020;-36;-59;187.6;NOAA PSL (ejemplo)
31/7/2020;-36;-59;131.8;NOAA PSL (ejemplo)
31/8/2020;-36;-59;137.6;NOAA PSL (ejemplo)
30/9/2020;-36;-59;106.1;NOAA PSL (ejemplo)
31/10/2020;-36;-59;17.6;NOAA PSL (ejemplo)
30/11/2020;-36;-59;58.8;NOAA PSL (ejemplo)
31/12/2020;-36;-59;124.5;NOAA PSL (ejemplo)
31/1/2021;-36;-59;53.9;NOAA PSL (ejemplo)
28/2/2021;-36;-59;161.6;NOAA PSL (ejemplo)
31/3/2021;-36;-59;118;NOAA PSL (ejemplo)
30/4/2021;-36;-59;107.2;NOAA PSL (ejemplo)
31/5/2021;-36;-59;150.5;NOAA PSL (ejemplo)
30/6/2021;-36;-59;122.2;NOAA PSL (ejemplo)
31/7/2021;-36;-59;67;NOAA PSL (ejemplo)
31/8/2021;-36;-59;132;NOAA PSL (ejemplo)
30/9/2021;-36;-59;15.9;NOAA PSL (ejemplo)
31/10/2021;-36;-59;104.8;NOAA PSL (ejemplo)
30/11/2021;-36;-59;114.7;NOAA PSL (ejemplo)
31/12/2021;-36;-59;84.5;NOAA PSL (ejemplo)
31/1/2022;-36;-59;131.3;NOAA PSL (ejemplo)
28/2/2022;-36;-59;63.4;NOAA PSL (ejemplo)
31/3/2022;-36;-59;176.2;NOAA PSL (ejemplo)
30/4/2022;-36;-59;116.7;NOAA PSL (ejemplo)
31/5/2022;-36;-59;88.9;NOAA PSL (ejemplo)
30/6/2022;-36;-59;152.5;NOAA PSL (ejemplo)
31/7/2022;-36;-59;49.8;NOAA PSL (ejemplo)
31/8/2022;-36;-59;3.6;NOAA PSL (ejemplo)
30/9/2022;-36;-59;0;NOAA PSL (ejemplo)
31/10/2022;-36;-59;104.3;NOAA PSL (ejemplo)
30/11/2022;-36;-59;21;NOAA PSL (ejemplo)
31/12/2022;-36;-59;187.7;NOAA PSL (ejemplo)
31/1/2023;-36;-59;10.9;NOAA PSL (ejemplo)
28/2/2023;-36;-59;210.8;NOAA PSL (ejemplo)
31/3/2023;-36;-59;140.6;NOAA PSL (ejemplo)
30/4/2023;-36;-59;121.1;NOAA PSL (ejemplo)
31/5/2023;-36;-59;87.8;NOAA PSL (ejemplo)
30/6/2023;-36;-59;120;NOAA PSL (ejemplo)
31/7/2023;-36;-59;83.1;NOAA PSL (ejemplo)
31/8/2023;-36;-59;129.2;NOAA PSL (ejemplo)
30/9/2023;-36;-59;75.7;NOAA PSL (ejemplo)
31/10/2023;-36;-59;81.5;NOAA PSL (ejemplo)
30/11/2023;-36;-59;66.8;NOAA PSL (ejemplo)
31/12/2023;-36;-59;97.2;NOAA PSL (ejemplo)
31/1/2020;-36;-58;130.4;NOAA PSL (ejemplo)
29/2/2020;-36;-58;40.5;NOAA PSL (ejemplo)
31/3/2020;-36;-58;62.6;NOAA PSL (ejemplo)
30/4/2020;-36;-58;163.1;NOAA PSL (ejemplo)
31/5/2020;-36;-58;123.5;NOAA PSL (ejemplo)
30/6/2020;-36;-58;90.8;NOAA PSL (ejemplo)
31/7/2020;-36;-58;85.9;NOAA PSL (ejemplo)
31/8/2020;-36;-58;91.4;NOAA PSL (ejemplo)
30/9/2020;-36;-58;43;NOAA PSL (ejemplo)
31/10/2020;-36;-58;35.1;NOAA PSL (ejemplo)
30/11/2020;-36;-58;94.8;NOAA PSL (ejemplo)
31/12/2020;-36;-58;51.1;NOAA PSL (ejemplo)
31/1/2021;-36;-58;135.4;NOAA PSL (ejemplo)
28/2/2021;-36;-58;40.9;NOAA PSL (ejemplo)
31/3/2021;-36;-58;181.5;NOAA PSL (ejemplo)
30/4/2021;-36;-58;149.6;NOAA PSL (ejemplo)
31/5/2021;-36;-58;127.8;NOAA PSL (ejemplo)
30/6/2021;-36;-58;149.1;NOAA PSL (ejemplo)
31/7/2021;-36;-58;168.3;NOAA PSL (ejemplo)
31/8/2021;-36;-58;124.7;NOAA PSL (ejemplo)
30/9/2021;-36;-58;0;NOAA PSL (ejemplo)
31/10/2021;-36;-58;10;NOAA PSL (ejemplo)
30/11/2021;-36;-58;53.8;NOAA PSL (ejemplo)
31/12/2021;-36;-58;101.3;NOAA PSL (ejemplo)
31/1/2022;-36;-58;140.9;NOAA PSL (ejemplo)
28/2/2022;-36;-58;89.7;NOAA PSL (ejemplo)
31/3/2022;-36;-58;139.3;NOAA PSL (ejemplo)
30/4/2022;-36;-58;88.2;NOAA PSL (ejemplo)
31/5/2022;-36;-58;84.4;NOAA PSL (ejemplo)
30/6/2022;-36;-58;29.7;NOAA PSL (ejemplo)
31/7/2022;-36;-58;38.8;NOAA PSL (ejemplo)
31/8/2022;-36;-58;6.4;NOAA PSL (ejemplo)
30/9/2022;-36;-58;21.2;NOAA PSL (ejemplo)
31/10/2022;-36;-58;126.7;NOAA PSL (ejemplo)
30/11/2022;-36;-58;37.5;NOAA PSL (ejemplo)
31/12/2022;-36;-58;231.6;NOAA PSL (ejemplo)
31/1/2023;-36;-58;139.7;NOAA PSL (ejemplo)
28/2/2023;-36;-58;135.2;NOAA PSL (ejemplo)
31/3/2023;-36;-58;87.1;NOAA PSL (ejemplo)
30/4/2023;-36;-58;161;NOAA PSL (ejemplo)
31/5/2023;-36;-58;86.2;NOAA PSL (ejemplo)
30/6/2023;-36;-58;106.1;NOAA PSL (ejemplo)
31/7/2023;-36;-58;213;NOAA PSL (ejemplo)
31/8/2023;-36;-58;69.2;NOAA PSL (ejemplo)
30/9/2023;-36;-58;127.5;NOAA PSL (ejemplo)
31/10/2023;-36;-58;38.9;NOAA PSL (ejemplo)
30/11/2023;-36;-58;83.3;NOAA PSL (ejemplo)
31/12/2023;-36;-58;188.5;NOAA PSL (ejemplo)
31/1/2020;-35;-65;83.7;NOAA PSL (ejemplo)
29/2/2020;-35;-65;216.6;NOAA PSL (ejemplo)
31/3/2020;-35;-65;165.4;NOAA PSL (ejemplo)
30/4/2020;-35;-65;97.9;NOAA PSL (ejemplo)
31/5/2020;-35;-65;146.6;NOAA PSL (ejemplo)
30/6/2020;-35;-65;148.6;NOAA PSL (ejemplo)
31/7/2020;-35;-65;116.1;NOAA PSL (ejemplo)
31/8/2020;-35;-65;0;NOAA PSL (ejemplo)
30/9/2020;-35;-65;33.6;NOAA PSL (ejemplo)
31/10/2020;-35;-65;61.6;NOAA PSL (ejemplo)
30/11/2020;-35;-65;81.3;NOAA PSL (ejemplo)
31/12/2020;-35;-65;131;NOAA PSL (ejemplo)
31/1/2021;-35;-65;123.9;NOAA PSL (ejemplo)
28/2/2021;-35;-65;59.2;NOAA PSL (ejemplo)
31/3/2021;-35;-65;149;NOAA PSL (ejemplo)
30/4/2021;-35;-65;156.5;NOAA PSL (ejemplo)
31/5/2021;-35;-65;143;NOAA PSL (ejemplo)
30/6/2021;-35;-65;154;NOAA PSL (ejemplo)
31/7/2021;-35;-65;126.7;NOAA PSL (ejemplo)
31/8/2021;-35;-65;97;NOAA PSL (ejemplo)
30/9/2021;-35;-65;66.5;NOAA PSL (ejemplo)
31/10/2021;-35;-65;0;NOAA PSL (ejemplo)
30/11/2021;-35;-65;106.5;NOAA PSL (ejemplo)
31/12/2021;-35;-65;110.4;NOAA PSL (ejemplo)
31/1/2022;-35;-65;128.6;NOAA PSL (ejemplo)
28/2/2022;-35;-65;62.1;NOAA PSL (ejemplo)
31/3/2022;-35;-65;75.9;NOAA PSL (ejemplo)
30/4/2022;-35;-65;178.6;NOAA PSL (ejemplo)
31/5/2022;-35;-65;113;NOAA PSL (ejemplo)
30/6/2022;-35;-65;134.1;NOAA PSL (ejemplo)
31/7/2022;-35;-65;86.4;NOAA PSL (ejemplo)
31/8/2022;-35;-65;75.5;NOAA PSL (ejemplo)
30/9/2022;-35;-65;116.9;NOAA PSL (ejemplo)
31/10/2022;-35;-65;48.2;NOAA PSL (ejemplo)
30/11/2022;-35;-65;89.8;NOAA PSL (ejemplo)
31/12/2022;-35;-65;76.9;NOAA PSL (ejemplo)
31/1/2023;-35;-65;93.3;NOAA PSL (ejemplo)
28/2/2023;-35;-65;110.5;NOAA PSL (ejemplo)
31/3/2023;-35;-65;141.1;NOAA PSL (ejemplo)
30/4/2023;-35;-65;102;NOAA PSL (ejemplo)
31/5/2023;-35;-65;177.8;NOAA PSL (ejemplo)
30/6/2023;-35;-65;55.3;NOAA PSL (ejemplo)
31/7/2023;-35;-65;75.7;NOAA PSL (ejemplo)
31/8/2023;-35;-65;52;NOAA PSL (ejemplo)
30/9/2023;-35;-65;142.3;NOAA PSL (ejemplo)
31/10/2023;-35;-65;83.8;NOAA PSL (ejemplo)
30/11/2023;-35;-65;136.6;NOAA PSL (ejemplo)
31/12/2023;-35;-65;25.7;NOAA PSL (ejemplo)
31/1/2020;-35;-64;128.4;NOAA PSL (ejemplo)
29/2/2020;-35;-64;170.5;NOAA PSL (ejemplo)
31/3/2020;-35;-64;134.1;NOAA PSL (ejemplo)
30/4/2020;-35;-64;179.3;NOAA PSL (ejemplo)
31/5/2020;-35;-64;89.1;NOAA PSL (ejemplo)
30/6/2020;-35;-64;170.5;NOAA PSL (ejemplo)
31/7/2020;-35;-64;199.9;NOAA PSL (ejemplo)
31/8/2020;-35;-64;55.9;NOAA PSL (ejemplo)
30/9/2020;-35;-64;47.7;NOAA PSL (ejemplo)
31/10/2020;-35;-64;146.7;NOAA PSL (ejemplo)
30/11/2020;-35;-64;164;NOAA PSL (ejemplo)
31/12/2020;-35;-64;73.9;NOAA PSL (ejemplo)
31/1/2021;-35;-64;94;NOAA PSL (ejemplo)
28/2/2021;-35;-64;111.9;NOAA PSL (ejemplo)
31/3/2021;-35;-64;62.8;NOAA PSL (ejemplo)
30/4/2021;-35;-64;80;NOAA PSL (ejemplo)
31/5/2021;-35;-64;64.8;NOAA PSL (ejemplo)
30/6/2021;-35;-64;61.6;NOAA PSL (ejemplo)
31/7/2021;-35;-64;83.3;NOAA PSL (ejemplo)
31/8/2021;-35;-64;85.7;NOAA PSL (ejemplo)
30/9/2021;-35;-64;147.5;NOAA PSL (ejemplo)
31/10/2021;-35;-64;24.1;NOAA PSL (ejemplo)
30/11/2021;-35;-64;134.2;NOAA PSL (ejemplo)
31/12/2021;-35;-64;89.3;NOAA PSL (ejemplo)
31/1/2022;-35;-64;112.5;NOAA PSL (ejemplo)
28/2/2022;-35;-64;159.7;NOAA PSL (ejemplo)
31/3/2022;-35;-64;73.9;NOAA PSL (ejemplo)
30/4/2022;-35;-64;145.1;NOAA PSL (ejemplo)
31/5/2022;-35;-64;123.3;NOAA PSL (ejemplo)
30/6/2022;-35;-64;124.6;NOAA PSL (ejemplo)
31/7/2022;-35;-64;99.5;NOAA PSL (ejemplo)
31/8/2022;-35;-64;196.8;NOAA PSL (ejemplo)
30/9/2022;-35;-64;38.1;NOAA PSL (ejemplo)
31/10/2022;-35;-64;47.5;NOAA PSL (ejemplo)
30/11/2022;-35;-64;53.8;NOAA PSL (ejemplo)
31/12/2022;-35;-64;72.2;NOAA PSL (ejemplo)
31/1/2023;-35;-64;83.1;NOAA PSL (ejemplo)
28/2/2023;-35;-64;185.4;NOAA PSL (ejemplo)
31/3/2023;-35;-64;201;NOAA PSL (ejemplo)
30/4/2023;-35;-64;97.4;NOAA PSL (ejemplo)
31/5/2023;-35;-64;73.4;NOAA PSL (ejemplo)
30/6/2023;-35;-64;123.6;NOAA PSL (ejemplo)
31/7/2023;-35;-64;57.4;NOAA PSL (ejemplo)
31/8/2023;-35;-64;105.7;NOAA PSL (ejemplo)
30/9/2023;-35;-64;80.1;NOAA PSL (ejemplo)
31/10/2023;-35;-64;0;NOAA PSL (ejemplo)
30/11/2023;-35;-64;162.4;NOAA PSL (ejemplo)
31/12/2023;-35;-64;189.8;NOAA PSL (ejemplo)
31/1/2020;-35;-63;84.4;NOAA PSL (ejemplo)
29/2/2020;-35;-63;106.6;NOAA PSL (ejemplo)
31/3/2020;-35;-63;144.3;NOAA PSL (ejemplo)
30/4/2020;-35;-63;142.7;NOAA PSL (ejemplo)
31/5/2020;-35;-63;147.9;NOAA PSL (ejemplo)
30/6/2020;-35;-63;200.5;NOAA PSL (ejemplo)
31/7/2020;-35;-63;76.2;NOAA PSL (ejemplo)
31/8/2020;-35;-63;34.1;NOAA PSL (ejemplo)
30/9/2020;-35;-63;1;NOAA PSL (ejemplo)
31/10/2020;-35;-63;37.5;NOAA PSL (ejemplo)
30/11/2020;-35;-63;83.3;NOAA PSL (ejemplo)
31/12/2020;-35;-63;189.7;NOAA PSL (ejemplo)
31/1/2021;-35;-63;89.1;NOAA PSL (ejemplo)
28/2/2021;-35;-63;137.2;NOAA PSL (ejemplo)
